t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374820,0.031625,0.000859,-0.096373,0.517193,0.027993,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,-1.000000,-1.000000,-0.034422,0.740200
0.200000,5.373485,0.037082,0.003251,-0.070071,0.109938,0.048598,481.265045,1.570190,0.000000,41.659724,44.965707,7004.964901,1.000000,1.000000,0.212480,-1.000000
0.300000,5.370506,0.040739,0.006922,-0.062885,0.119553,0.054923,481.274017,1.579193,0.000000,41.659724,44.965707,7000.556034,-0.755126,-1.000000,0.715639,-1.000000
0.400000,5.355878,0.043379,0.005350,-0.083424,0.155855,0.091181,481.287079,1.592255,0.000000,41.659724,44.965707,7000.556034,0.472229,0.982914,-0.064906,-0.833156
0.500000,5.328953,0.044045,0.007879,-0.112884,-0.077437,0.115637,481.293030,1.598206,0.000000,41.659724,44.965707,7000.556034,0.452571,-0.622083,1.000000,0.303191
0.600000,5.305502,0.041977,0.005565,-0.165821,-0.110539,0.058450,481.280212,1.585388,0.000000,41.659724,44.965707,7000.556034,0.053868,0.066144,1.000000,0.899124
0.700000,5.294429,0.042084,0.000893,-0.031659,0.034320,-0.036303,481.277893,1.583069,0.000000,41.659724,44.965708,7000.541649,0.619907,0.201802,0.314340,0.109428
0.800000,5.296483,0.044224,0.000282,-0.015839,0.030098,-0.011350,481.280762,1.585938,0.000000,41.659724,44.965708,7000.541649,-0.308754,-1.000000,0.352294,-0.378275
0.900000,5.298804,0.044800,0.001506,0.012063,-0.003767,0.039080,481.282135,1.587311,0.000000,41.659724,44.965708,7000.526974,0.681780,0.604860,0.543961,-0.616752
1.000000,5.298768,0.043740,0.003193,0.028134,-0.017219,0.011180,481.280975,1.586121,0.000000,41.659724,44.965708,7000.526974,-0.133438,-0.330113,1.000000,0.713056
1.100000,5.301402,0.041997,0.001946,0.027129,-0.020240,-0.040634,481.279938,1.585114,0.000000,41.659724,44.965708,7000.510350,1.000000,-1.000000,-0.633435,-1.000000
1.200000,5.303212,0.040987,0.000863,0.001520,-0.073796,0.003923,481.276276,1.581421,0.000000,41.659724,44.965707,7000.510350,1.000000,-0.104811,-0.444062,-1.000000
1.300000,5.298968,0.043142,0.003505,-0.067443,0.008149,0.081822,481.270691,1.575867,0.000000,41.659724,44.965708,7000.490991,0.495942,0.188715,-0.545041,-0.886181
1.400000,5.290238,0.047755,0.005324,-0.104150,0.075406,0.023123,481.273834,1.579041,0.000000,41.659724,44.965708,7000.490991,-0.294635,-0.095553,1.000000,1.000000
1.500000,5.287177,0.051614,0.005518,-0.055166,0.066020,-0.001079,481.283447,1.588623,0.000000,41.659724,44.965708,7000.470512,0.877408,-0.592779,-0.395810,1.000000
1.600000,5.292334,0.054263,0.001935,-0.006885,-0.142741,-0.069827,481.279694,1.584869,0.000000,41.659724,44.965708,7000.470512,0.520862,0.007681,1.000000,0.152164
1.700000,5.299970,0.053649,-0.001442,0.034700,0.085326,-0.027497,481.271973,1.577148,0.000000,41.659724,44.965708,7000.449121,-1.000000,0.686742,0.134037,-0.273919
1.800000,5.303422,0.050432,0.000341,0.077061,0.313203,0.043012,481.290405,1.595581,0.000000,41.659724,44.965708,7000.449121,-0.868294,-1.000000,-0.473187,-0.465470
1.900000,5.300633,0.044169,0.008732,0.152115,1.110385,0.072457,481.358032,1.663208,0.000000,41.659724,44.965708,7000.427689,-1.000000,0.015252,1.000000,-0.844525
2.000000,5.289044,0.034576,0.023095,0.220218,1.804691,0.080308,481.517609,1.822784,0.000000,41.659724,44.965708,7000.427689,1.000000,-1.000000,0.929644,0.245810
2.100000,5.277275,0.023967,0.036412,0.222820,1.578911,0.077079,481.685516,1.990692,0.000000,41.659725,44.965708,7000.407376,0.590642,-1.000000,0.278663,1.000000
2.200000,5.273267,0.012581,0.045410,0.207129,0.837773,0.071329,481.810791,2.115997,0.000000,41.659725,44.965707,7000.407376,1.000000,1.000000,-0.311618,0.399505
2.300000,5.280279,0.001660,0.048737,0.210907,0.098066,0.106668,481.853912,2.159088,0.000000,41.659725,44.965707,7000.387768,-0.556051,0.982234,0.845583,-1.000000
2.400000,5.288080,-0.007922,0.050601,0.249779,-0.228644,0.204057,481.842407,2.147583,0.000000,41.659725,44.965707,7000.387768,0.072090,-0.989727,1.000000,-1.000000
2.500000,5.286807,-0.017329,0.055975,0.329796,-0.061112,0.305023,481.824432,2.129608,0.000000,41.659726,44.965707,7000.367206,-0.683983,1.000000,-1.000000,0.207060
2.600000,5.283637,-0.026783,0.062703,0.418266,0.073805,0.361667,481.823914,2.129089,0.000000,41.659726,44.965707,7000.367206,0.221130,-0.145210,0.443273,0.013354
2.700000,5.285053,-0.035797,0.067925,0.485962,-0.162260,0.432617,481.820435,2.125610,0.000000,41.659727,44.965707,7000.344945,1.000000,-0.142572,1.000000,-1.000000
2.800000,5.284418,-0.044051,0.074149,0.547897,-0.690228,0.577949,481.768860,2.074005,0.000000,41.659727,44.965707,7000.344945,-0.467244,-0.843908,0.785772,-1.000000
2.900000,5.275373,-0.050237,0.082499,0.627713,-0.740228,0.705825,481.680359,1.985535,0.000000,41.659728,44.965707,7000.321067,-0.428856,-1.000000,1.000000,0.377056
3.000000,5.266578,-0.055013,0.088562,0.723049,-0.405254,0.775299,481.621918,1.927094,0.000000,41.659729,44.965707,7000.321067,0.511959,-0.406674,-0.316249,-1.000000
3.100000,5.257576,-0.058907,0.093030,0.762532,-0.658703,0.872304,481.556000,1.861176,0.000000,41.659730,44.965707,7000.294660,0.150738,-0.533097,1.000000,-0.003232
3.200000,5.244090,-0.057231,0.086825,0.527064,-0.585880,0.743234,481.478210,1.783386,0.000000,41.659731,44.965707,7000.294660,0.404258,0.359905,-0.418418,-1.000000
3.300000,5.224795,-0.046349,0.064320,0.147621,-0.437374,0.483430,481.425934,1.731110,0.000000,41.659731,44.965707,7000.267838,0.707917,0.854069,1.000000,-0.117772
3.400000,5.198211,-0.025656,0.030770,-0.120836,-0.610270,0.324557,481.372467,1.677643,0.000000,41.659731,44.965707,7000.267838,0.419316,0.129882,-0.107256,-0.666869
