t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374811,0.031623,0.000871,-0.098516,0.517274,0.027773,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,1.000000,0.771121,-1.000000,0.707793
0.200000,5.373966,0.037316,0.003410,-0.074950,0.116317,0.028196,481.265198,1.570374,0.000000,41.659724,44.965707,7004.964901,-0.510635,-1.000000,-0.438817,1.000000
0.300000,5.375535,0.041413,0.004443,-0.057567,0.147011,-0.034955,481.275818,1.580994,0.000000,41.659724,44.965707,7000.556034,-0.200848,-1.000000,-0.855000,0.030986
0.400000,5.379075,0.044210,0.000716,-0.033337,0.050194,-0.065511,481.291443,1.596619,0.000000,41.659724,44.965707,7000.556034,1.000000,-0.965693,-1.000000,0.377725
0.500000,5.382825,0.044334,-0.001616,-0.010415,-0.091309,-0.013047,481.283813,1.588989,0.000000,41.659724,44.965707,7000.556034,-1.000000,1.000000,-0.000955,-0.393274
0.600000,5.383836,0.042555,-0.000028,0.057854,0.163383,0.037493,481.286438,1.591614,0.000000,41.659724,44.965707,7000.556034,-0.807826,-0.319454,0.608650,0.274749
0.700000,5.385072,0.037523,0.003491,0.123224,0.552137,0.000112,481.324554,1.629730,0.000000,41.659724,44.965707,7000.541649,-0.256590,0.314597,0.186375,0.992864
0.800000,5.393757,0.029763,0.005822,0.165604,0.613173,-0.056273,481.390778,1.695953,0.000000,41.659724,44.965707,7000.541649,1.000000,-0.114278,1.000000,0.620195
0.900000,5.409816,0.021321,0.005140,0.178299,0.233149,-0.076298,481.431915,1.737091,0.000000,41.659724,44.965707,7000.527057,-0.937581,-1.000000,-0.682544,0.063762
1.000000,5.431225,0.011837,0.002996,0.216876,0.075092,-0.077645,481.441437,1.746613,0.000000,41.659725,44.965706,7000.527057,-1.000000,-0.186582,-1.000000,-0.480781
1.100000,5.449985,0.001258,0.004140,0.283174,0.095203,-0.026439,481.455963,1.761139,0.000000,41.659725,44.965706,7000.510848,0.899344,0.629547,0.327312,-0.507920
1.200000,5.462003,-0.009310,0.009457,0.329462,-0.245418,0.019576,481.451355,1.756500,0.000000,41.659725,44.965706,7000.510848,1.000000,-1.000000,-0.581404,0.557608
1.300000,5.477200,-0.020391,0.015363,0.368412,-0.915738,0.037206,481.392120,1.697327,0.000000,41.659725,44.965706,7000.491571,0.248402,0.758863,0.744260,-0.014397
1.400000,5.491801,-0.023076,0.011014,-0.114825,-0.395161,-0.277887,481.307129,1.612274,0.000000,41.659725,44.965705,7000.491571,1.000000,1.000000,1.000000,-1.000000
