t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374881,0.031626,0.000819,-0.096562,0.517151,0.024977,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,-0.079920,1.000000,0.009864,0.915062
0.200000,5.374660,0.037085,0.002389,-0.065192,0.095675,0.024874,481.264832,1.570007,0.000000,41.659724,44.965707,7004.964901,-1.000000,-0.306438,0.076212,0.968686
0.300000,5.376898,0.041062,0.003920,-0.057643,0.155260,-0.023597,481.275604,1.580780,0.000000,41.659724,44.965707,7000.556034,0.276374,1.000000,-1.000000,-0.019349
0.400000,5.380419,0.044239,0.001520,-0.034194,0.049654,-0.043321,481.291718,1.596893,0.000000,41.659724,44.965707,7000.556034,0.517250,-0.579219,1.000000,-0.019041
0.500000,5.383056,0.045546,-0.000153,-0.014661,-0.248816,-0.016956,481.277435,1.582611,0.000000,41.659724,44.965707,7000.556034,1.000000,-0.563499,-0.440569,0.473722
0.600000,5.384445,0.047211,0.000005,-0.032757,0.068941,0.006686,481.267059,1.572235,0.000000,41.659724,44.965707,7000.556034,0.139846,-0.761864,-1.000000,0.000115
0.700000,5.384845,0.049244,0.000507,-0.014456,0.111983,0.012219,481.277527,1.582703,0.000000,41.659724,44.965707,7000.541649,-0.728112,-0.271831,0.129684,0.005362
0.800000,5.384405,0.048364,0.000871,0.031869,0.031023,0.000664,481.289581,1.594757,0.000000,41.659724,44.965707,7000.541649,1.000000,-0.943834,-0.072075,1.000000
0.900000,5.387238,0.045661,-0.000262,0.045366,-0.167846,-0.009658,481.282928,1.588135,0.000000,41.659724,44.965707,7000.527057,0.083974,-0.499048,-1.000000,-0.272383
1.000000,5.389618,0.041899,-0.000296,0.055063,0.078433,0.009427,481.273834,1.579010,0.000000,41.659724,44.965707,7000.527057,-0.355210,1.000000,-1.000000,-0.916917
1.100000,5.385507,0.039462,0.001564,0.019812,0.014548,0.074586,481.282227,1.587402,0.000000,41.659724,44.965707,7000.511179,1.000000,-0.240580,0.354204,-1.000000
1.200000,5.372789,0.037810,0.003131,-0.026467,0.036069,0.103886,481.282440,1.587585,0.000000,41.659724,44.965707,7000.511179,-1.000000,-1.000000,-0.347617,0.935613
1.300000,5.360007,0.035998,0.001326,-0.010219,0.262190,0.076613,481.293762,1.598907,0.000000,41.659724,44.965707,7000.493685,-0.110480,-0.689703,-1.000000,-1.000000
1.400000,5.349256,0.031586,0.000049,0.053185,0.462551,0.079653,481.337891,1.643066,0.000000,41.659724,44.965707,7000.493685,0.815965,-0.261337,-1.000000,-1.000000
1.500000,5.331828,0.026084,0.002025,0.060669,0.016771,0.165520,481.363708,1.668884,0.000000,41.659725,44.965707,7000.475321,0.333933,0.726541,-0.233256,-0.509057
1.600000,5.304547,0.020109,0.007909,0.056645,-0.633543,0.235770,481.330872,1.636017,0.000000,41.659725,44.965707,7000.475321,0.662737,0.384356,-0.745537,0.672583
1.700000,5.282624,0.017136,0.007172,-0.061487,-0.336856,0.086974,481.262115,1.567291,0.000000,41.659725,44.965707,7000.455795,-1.000000,-1.000000,-0.055715,-1.000000
1.800000,5.276854,0.025644,0.006403,-0.152016,0.324264,-0.056388,481.272522,1.577698,0.000000,41.659725,44.965708,7000.455795,0.309344,0.775046,0.176757,1.000000
1.900000,5.277445,0.034176,0.003934,-0.096170,0.412540,-0.080118,481.311157,1.616333,0.000000,41.659725,44.965708,7000.434529,-0.838104,-0.064449,-0.725537,-0.023043
2.000000,5.287509,0.040751,0.003197,-0.064920,0.286471,-0.104982,481.350433,1.655609,0.000000,41.659725,44.965708,7000.434529,0.824454,0.891568,-0.691554,0.727842
2.100000,5.304148,0.045702,0.003664,-0.060460,-0.035439,-0.108603,481.363434,1.668610,0.000000,41.659724,44.965708,7000.412019,0.331613,-1.000000,0.354225,-0.913752
2.200000,5.324678,0.050181,0.005797,-0.087202,-0.686338,-0.076752,481.327362,1.632538,0.000000,41.659724,44.965708,7000.412019,0.929713,-1.000000,0.336637,1.000000
2.300000,5.341457,0.054160,0.000837,-0.071601,-0.326261,-0.112357,481.250183,1.555328,0.000000,41.659724,44.965708,7000.388928,-0.939751,-0.057841,-1.000000,0.409191
2.400000,5.349110,0.057974,-0.003083,-0.063081,0.468536,-0.020293,481.271698,1.576874,0.000000,41.659724,44.965708,7000.388928,0.143114,0.371048,-0.462054,-0.742522
2.500000,5.357480,0.058432,-0.003288,-0.039697,0.541265,-0.019651,481.326630,1.631805,0.000000,41.659724,44.965708,7000.365092,0.867913,-0.094018,-0.637794,1.000000
2.600000,5.368291,0.057111,-0.002449,-0.050082,0.154686,-0.032896,481.361450,1.666626,0.000000,41.659724,44.965708,7000.365092,-0.775095,-0.732140,-0.992786,-0.138241
2.700000,5.383526,0.054417,-0.001984,-0.027678,0.129933,-0.064801,481.369965,1.675140,0.000000,41.659724,44.965708,7000.342457,0.132535,-0.470191,-0.954760,1.000000
2.800000,5.404763,0.049022,-0.002154,0.007009,0.199597,-0.100856,481.389954,1.695129,0.000000,41.659724,44.965708,7000.342457,-0.417679,-1.000000,-0.708236,-0.187200
2.900000,5.428618,0.041299,-0.003465,0.059620,0.387304,-0.113949,481.416138,1.721283,0.000000,41.659724,44.965707,7000.321191,-0.535781,0.158049,-0.008542,-0.536719
3.000000,5.445699,0.031358,-0.004243,0.125424,0.664382,-0.096755,481.467163,1.772369,0.000000,41.659724,44.965707,7000.321191,-0.548020,1.000000,-0.840162,-0.248271
3.100000,5.458298,0.017849,-0.004252,0.228019,1.154554,-0.117241,481.556427,1.861603,0.000000,41.659724,44.965707,7000.300588,-1.000000,-0.631080,-1.000000,0.896978
3.200000,5.474242,0.000710,-0.004410,0.340677,1.761101,-0.158491,481.706421,2.011597,0.000000,41.659724,44.965707,7000.300588,-0.541072,0.220648,1.000000,-1.000000
3.300000,5.490536,-0.017957,-0.003575,0.437037,2.277687,-0.174363,481.900665,2.205841,0.000000,41.659724,44.965706,7000.281270,-1.000000,0.074191,0.320231,-0.393523
3.400000,5.503053,-0.039490,0.000889,0.518288,2.537227,-0.151978,482.151764,2.456940,0.000000,41.659725,44.965706,7000.281270,1.000000,0.472696,-1.000000,0.718801
3.500000,5.515426,-0.060841,0.006425,0.561975,2.089983,-0.156118,482.388000,2.693176,0.000000,41.659725,44.965705,7000.261910,-0.926743,-0.837119,-1.000000,-1.000000
3.600000,5.528721,-0.079678,0.011483,0.626524,1.578338,-0.122493,482.558502,2.863678,0.000000,41.659725,44.965705,7000.261910,0.881848,-1.000000,0.776668,0.226536
3.700000,5.542210,-0.098237,0.017899,0.716652,0.937221,-0.096639,482.682770,2.987946,0.000000,41.659726,44.965704,7000.239898,0.165120,0.384304,0.309695,0.034189
3.800000,5.561462,-0.114799,0.022341,0.830030,0.256761,-0.083664,482.731415,3.036621,0.000000,41.659727,44.965703,7000.239898,-0.978061,-0.759063,-0.755800,0.320068
3.900000,5.585536,-0.128709,0.025113,0.983578,0.179881,-0.083759,482.735474,3.040649,0.000000,41.659727,44.965703,7000.216434,-1.000000,-0.346800,-0.717828,-1.000000
