t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374699,0.031624,0.000931,-0.097073,0.517387,0.032737,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,-0.667584,0.761322,1.000000,0.235224
0.200000,5.372191,0.037350,0.004263,-0.080363,0.130265,0.053738,481.265625,1.570801,0.000000,41.659724,44.965707,7004.964901,0.414268,-1.000000,-0.644467,0.887770
0.300000,5.372847,0.041594,0.005418,-0.059289,0.141476,-0.053861,481.275787,1.580994,0.000000,41.659724,44.965707,7000.556034,-1.000000,-0.299313,1.000000,1.000000
0.400000,5.379567,0.044590,0.000048,-0.014070,0.370736,-0.120054,481.299744,1.604919,0.000000,41.659724,44.965707,7000.556034,0.074766,0.005749,0.263091,-0.369889
0.500000,5.390638,0.044816,-0.005093,0.037529,0.610465,-0.147799,481.351593,1.656769,0.000000,41.659724,44.965707,7000.556034,-0.902748,-1.000000,0.593565,-1.000000
0.600000,5.399267,0.042656,-0.008407,0.086200,0.809473,-0.149206,481.418335,1.723511,0.000000,41.659724,44.965707,7000.556034,-0.334986,-1.000000,-1.000000,0.882377
0.700000,5.407923,0.037769,-0.010874,0.128582,0.882335,-0.180771,481.508789,1.813965,0.000000,41.659724,44.965706,7000.541649,-0.326627,1.000000,-0.130155,-0.108479
0.800000,5.421103,0.031079,-0.014100,0.147453,0.633140,-0.210614,481.591064,1.896271,0.000000,41.659724,44.965706,7000.541649,0.788373,-0.606105,0.228398,0.611875
0.900000,5.438139,0.024314,-0.018287,0.137566,-0.006420,-0.237992,481.622894,1.928070,0.000000,41.659724,44.965706,7000.526974,0.985907,-0.148688,-0.241139,0.621728
1.000000,5.463003,0.017606,-0.024674,0.125912,-0.797088,-0.263871,481.578278,1.883453,0.000000,41.659724,44.965706,7000.526974,-0.587470,1.000000,1.000000,-0.918507
1.100000,5.487311,0.011089,-0.028090,0.148439,-1.163913,-0.221213,481.475342,1.780518,0.000000,41.659724,44.965705,7000.509894,1.000000,0.780691,-1.000000,-1.000000
1.200000,5.499028,0.004559,-0.022047,0.188763,-1.307729,-0.137104,481.353790,1.658966,0.000000,41.659724,44.965705,7000.509894,-1.000000,0.396456,-0.417032,-0.388561
1.300000,5.503774,0.002763,-0.003790,-0.070168,0.215150,0.272131,481.281555,1.586731,0.000000,41.659724,44.965705,7000.489374,-0.112845,0.419709,-0.225400,-0.220360
1.400000,5.505638,0.008566,0.011407,-0.042742,0.499245,0.226173,481.329773,1.634949,0.000000,41.659724,44.965705,7000.489374,0.681114,0.610832,0.060368,0.670562
1.500000,5.514393,0.012898,0.024706,-0.014827,0.053100,0.222582,481.357880,1.663055,0.000000,41.659724,44.965706,7000.467444,0.078689,1.000000,0.193907,0.330549
1.600000,5.533917,0.017376,0.036093,0.028624,-0.467811,0.191473,481.333252,1.638428,0.000000,41.659724,44.965706,7000.467444,1.000000,-0.896176,0.001333,0.492623
1.700000,5.554548,0.028537,0.029744,-0.014561,-0.430771,-0.169828,481.282715,1.587891,0.000000,41.659724,44.965706,7000.443815,0.198382,1.000000,-1.000000,-0.390124
1.800000,5.569747,0.041815,0.006046,-0.168865,-0.084255,-0.347434,481.254028,1.559204,0.000000,41.659724,44.965705,7000.443815,0.765309,1.000000,-0.614928,0.276110
1.900000,5.577392,0.052651,-0.006806,-0.204153,0.267783,-0.112894,481.269623,1.574829,0.000000,41.659724,44.965705,7000.417657,-0.375121,-0.798145,-1.000000,1.000000
2.000000,5.589621,0.058775,-0.010381,-0.233847,0.207049,0.026365,481.289734,1.594940,0.000000,41.659724,44.965705,7000.417657,0.598912,-1.000000,0.498822,-0.010971
2.100000,5.603702,0.061310,-0.010672,-0.230693,-0.028197,0.102891,481.298981,1.604156,0.000000,41.659724,44.965706,7000.390877,0.477714,0.742040,-0.924579,-0.689419
2.200000,5.612122,0.061779,-0.006525,-0.084663,-0.123735,0.172516,481.286896,1.592072,0.000000,41.659724,44.965706,7000.390877,0.046158,1.000000,-1.000000,-0.298614
2.300000,5.609357,0.060269,0.006058,0.038888,0.127110,0.214650,481.282074,1.587250,0.000000,41.659724,44.965706,7000.364511,-0.690933,-0.708290,1.000000,-0.804860
2.400000,5.598204,0.054300,0.014735,0.044971,0.389599,0.217208,481.311005,1.616180,0.000000,41.659724,44.965706,7000.364511,0.151223,0.577341,0.656828,-0.063820
2.500000,5.580785,0.045446,0.025031,0.049728,0.169960,0.258034,481.345276,1.650452,0.000000,41.659724,44.965707,7000.339348,0.739480,-0.000073,-1.000000,-0.263304
2.600000,5.561652,0.035610,0.033881,0.037017,-0.302406,0.291131,481.334869,1.640045,0.000000,41.659724,44.965707,7000.339348,-0.258201,0.612064,-0.907691,0.091270
2.700000,5.542020,0.026317,0.029605,-0.065029,-0.184993,0.226462,481.308990,1.614197,0.000000,41.659724,44.965707,7000.317211,0.238127,-0.122613,-0.983924,-1.000000
2.800000,5.513780,0.018530,0.011451,-0.178854,-0.115945,0.217742,481.294434,1.599609,0.000000,41.659724,44.965707,7000.317211,-0.147769,0.025752,0.521772,-1.000000
2.900000,5.477787,0.015316,-0.002091,-0.099029,0.198944,0.275885,481.296173,1.601318,0.000000,41.659724,44.965708,7000.297147,-0.536709,0.399183,0.356291,0.586945
3.000000,5.445532,0.013957,-0.001651,-0.034667,0.516866,0.273461,481.328888,1.634064,0.000000,41.659724,44.965708,7000.297147,-0.551318,-1.000000,-0.622583,-1.000000
3.100000,5.413040,0.010321,0.005380,0.045479,0.853532,0.273454,481.399597,1.704773,0.000000,41.659724,44.965708,7000.277788,-0.677544,-1.000000,1.000000,-0.128283
3.200000,5.379055,0.004228,0.017973,0.134656,1.245449,0.276582,481.505249,1.810425,0.000000,41.659725,44.965708,7000.277788,-0.673409,-1.000000,-0.145342,-0.052905
3.300000,5.350787,-0.003814,0.031501,0.204041,1.325863,0.264309,481.634125,1.939301,0.000000,41.659725,44.965709,7000.259423,0.745729,0.813982,-1.000000,0.027043
3.400000,5.325866,-0.013473,0.044473,0.234853,0.787703,0.308216,481.743073,2.048248,0.000000,41.659725,44.965709,7000.259423,-0.125377,0.700490,-1.000000,-0.812905
3.500000,5.301732,-0.023004,0.056664,0.271471,0.221771,0.392308,481.789307,2.094482,0.000000,41.659726,44.965709,7000.240810,-0.588805,0.430926,0.089881,0.106867
3.600000,5.280016,-0.032128,0.067656,0.356574,0.336531,0.454923,481.806213,2.111389,0.000000,41.659726,44.965709,7000.240810,-0.958247,0.182802,-1.000000,-0.744344
3.700000,5.258510,-0.043608,0.080009,0.525201,1.267416,0.510825,481.878540,2.183716,0.000000,41.659727,44.965709,7000.219253,-1.000000,0.888534,-1.000000,-0.195739
