t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374699,0.031624,0.000931,-0.097073,0.517387,0.032737,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,-0.477411,-0.057259,-0.989236,-0.271275
0.200000,5.370285,0.037299,0.004894,-0.074744,0.106328,0.058685,481.265533,1.570740,0.000000,41.659724,44.965707,7004.964901,-0.937109,0.968423,1.000000,0.056694
0.300000,5.366796,0.040725,0.008002,-0.055914,0.093178,0.015477,481.273621,1.578796,0.000000,41.659724,44.965707,7000.556034,-1.000000,-0.204071,-1.000000,-0.561617
0.400000,5.360385,0.041792,0.005098,-0.015087,0.441300,0.008036,481.300079,1.605255,0.000000,41.659724,44.965707,7000.556034,-0.238015,-0.776461,-0.022446,-0.289004
0.500000,5.345545,0.039759,0.006092,0.049419,0.655377,0.053448,481.360046,1.665222,0.000000,41.659724,44.965707,7000.556034,-0.490418,-0.050978,0.021407,-1.000000
0.600000,5.322349,0.035508,0.010660,0.079452,0.535491,0.103880,481.421814,1.727020,0.000000,41.659724,44.965707,7000.556034,1.000000,0.022992,1.000000,-0.188494
0.700000,5.290596,0.029967,0.017794,0.068856,-0.085464,0.177237,481.447388,1.752563,0.000000,41.659725,44.965707,7000.541649,0.601053,-0.849157,-0.675035,-1.000000
0.800000,5.252441,0.024527,0.026686,0.054296,-0.781273,0.282566,481.398468,1.703644,0.000000,41.659725,44.965707,7000.541649,-0.329712,1.000000,-1.000000,-0.817037
0.900000,5.210419,0.019161,0.035196,-0.017631,-0.673438,0.333759,481.315735,1.620911,0.000000,41.659725,44.965707,7000.526849,0.135018,1.000000,-0.538604,0.934531
1.000000,5.174474,0.013678,0.010486,-0.253104,-0.127628,0.065716,481.281433,1.586609,0.000000,41.659725,44.965708,7000.526849,0.236324,-0.963745,1.000000,0.196401
1.100000,5.160257,0.020082,0.003275,-0.143245,0.132055,0.019265,481.286560,1.591736,0.000000,41.659725,44.965708,7000.509563,-0.434661,0.480393,0.069481,-1.000000
1.200000,5.155396,0.025646,0.003316,-0.120592,0.308912,-0.016830,481.305664,1.610840,0.000000,41.659725,44.965708,7000.509563,-0.888173,-1.000000,0.115409,0.823466
1.300000,5.155801,0.028998,0.007620,-0.061025,0.470228,-0.045942,481.351563,1.656738,0.000000,41.659725,44.965708,7000.489042,0.529459,0.071059,-1.000000,0.782014
