t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374699,0.031624,0.000931,-0.097073,0.517387,0.032737,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,0.210098,-1.000000,-1.000000,-0.615841
0.200000,5.370258,0.037298,0.004907,-0.074816,0.106349,0.058808,481.265533,1.570709,0.000000,41.659724,44.965707,7004.964901,-0.075388,-0.394846,0.160325,0.339956
0.300000,5.367622,0.040939,0.007221,-0.047226,0.132678,-0.007281,481.274109,1.579285,0.000000,41.659724,44.965707,7000.556034,-0.183918,-0.891961,0.178153,-0.262575
0.400000,5.367104,0.043522,0.004288,-0.025213,0.237026,-0.066856,481.293518,1.598694,0.000000,41.659724,44.965707,7000.556034,-0.366822,0.413509,-0.919406,0.827082
0.500000,5.369038,0.043980,0.002154,0.006864,0.245575,-0.081392,481.319489,1.624664,0.000000,41.659724,44.965707,7000.556034,-0.000802,-1.000000,1.000000,-0.637321
0.600000,5.370966,0.042769,0.000414,0.019257,0.027213,-0.067795,481.336700,1.641876,0.000000,41.659724,44.965707,7000.556034,0.856730,-0.149463,-0.799978,-0.911971
0.700000,5.366896,0.040664,0.000012,0.005546,-0.598242,-0.019915,481.308990,1.614166,0.000000,41.659724,44.965707,7000.541649,0.305499,0.763951,-0.404546,0.596263
0.800000,5.363367,0.039287,0.000283,-0.022410,-0.138285,0.013467,481.252411,1.557556,0.000000,41.659724,44.965707,7000.541649,-1.000000,-1.000000,-1.000000,-0.475447
0.900000,5.363194,0.038165,0.001649,0.053293,0.352203,0.033206,481.270111,1.575287,0.000000,41.659724,44.965707,7000.526891,0.561714,0.271930,-1.000000,0.111262
1.000000,5.363255,0.035035,0.002421,0.075060,0.157613,0.025941,481.301514,1.606689,0.000000,41.659724,44.965707,7000.526891,-0.065410,0.966091,0.124664,0.659426
1.100000,5.367859,0.030677,0.001785,0.090023,-0.202912,0.029786,481.297241,1.602417,0.000000,41.659724,44.965707,7000.510101,0.128209,1.000000,-0.098687,-1.000000
1.200000,5.370595,0.027386,0.002792,0.054619,0.067876,0.041127,481.285248,1.590424,0.000000,41.659724,44.965707,7000.510101,-0.904635,-1.000000,0.513221,-0.859203
1.300000,5.365397,0.024633,0.009784,0.120788,0.497427,0.121313,481.313934,1.619141,0.000000,41.659725,44.965707,7000.490037,-0.197210,1.000000,0.280576,-0.510484
1.400000,5.353297,0.019838,0.021553,0.190132,0.798830,0.153403,481.381897,1.687073,0.000000,41.659725,44.965707,7000.490037,-0.861240,-0.183163,-0.047007,1.000000
1.500000,5.345148,0.013188,0.032841,0.258655,0.927357,0.143058,481.466064,1.771271,0.000000,41.659725,44.965707,7000.468522,0.008386,-1.000000,-1.000000,-0.708499
1.600000,5.343632,0.003799,0.043244,0.329813,0.935880,0.164837,481.562592,1.867767,0.000000,41.659725,44.965707,7000.468522,-0.601329,1.000000,0.162560,-0.645260
1.700000,5.343676,-0.007347,0.053809,0.418899,1.202218,0.203260,481.663269,1.968445,0.000000,41.659726,44.965706,7000.445307,-1.000000,-1.000000,1.000000,0.747196
1.800000,5.350026,-0.020345,0.063484,0.548376,2.028336,0.185874,481.813049,2.118225,0.000000,41.659726,44.965706,7000.445307,-1.000000,-1.000000,-0.994372,0.844861
1.900000,5.370226,-0.037978,0.071389,0.708831,3.033979,0.117956,482.069397,2.374573,0.000000,41.659727,44.965706,7000.420061,-1.000000,-1.000000,-1.000000,1.000000
2.000000,5.405867,-0.059539,0.074293,0.859228,3.929398,0.061487,482.420166,2.725342,0.000000,41.659728,44.965705,7000.420061,-1.000000,0.246217,1.000000,-0.344434
2.100000,5.445709,-0.081461,0.072540,0.951018,4.298036,0.081102,482.814362,3.119537,0.000000,41.659729,44.965705,7000.394027,-0.047373,0.534542,-0.011338,-1.000000
2.200000,5.482446,-0.103210,0.070904,1.037865,4.261041,0.187138,483.237610,3.542786,0.000000,41.659730,44.965704,7000.394027,-1.000000,-0.509518,-0.744270,-0.620997
2.300000,5.510941,-0.122832,0.072645,1.135760,3.954761,0.265614,483.643585,3.948761,0.000000,41.659731,44.965704,7000.366584,0.989028,0.807274,0.907671,0.304619
2.400000,5.539203,-0.139370,0.074309,1.235818,3.321829,0.319392,483.973511,4.278656,0.000000,41.659733,44.965703,7000.366584,0.532101,-0.198262,1.000000,-0.524661
2.500000,5.572086,-0.154455,0.075096,1.360085,2.395314,0.387327,484.239655,4.544830,0.000000,41.659734,44.965702,7000.337193,1.000000,0.854917,-0.491648,0.202978
2.600000,5.607325,-0.166757,0.075084,1.522207,1.519385,0.440350,484.406219,4.711395,0.000000,41.659736,44.965702,7000.337193,-1.000000,-0.138047,-1.000000,0.022264
2.700000,5.646154,-0.176659,0.073055,1.726465,1.030190,0.438851,484.493195,4.798370,0.000000,41.659737,44.965701,7000.307718,0.689222,-0.765611,-1.000000,1.000000
2.800000,5.696623,-0.186232,0.065885,1.964765,0.607246,0.386195,484.541168,4.846344,0.000000,41.659739,44.965701,7000.307718,0.182201,-0.214203,0.205146,1.000000
2.900000,5.758787,-0.193924,0.050127,2.198846,0.108405,0.274356,484.531281,4.836426,0.000000,41.659741,44.965700,7000.277539,-0.316743,-0.220109,0.155188,0.997508
3.000000,5.825818,-0.198540,0.027375,2.434697,0.017196,0.117103,484.487915,4.793091,0.000000,41.659743,44.965700,7000.277539,-1.000000,1.000000,-0.037097,0.591902
3.100000,5.900741,-0.200602,-0.000526,2.731679,0.817658,-0.105725,484.469025,4.774200,0.000000,41.659745,44.965699,7000.246448,-1.000000,1.000000,0.053607,-0.112919
3.200000,5.974790,-0.201634,-0.027426,3.043437,1.586978,-0.319035,484.540741,4.845917,0.000000,41.659748,44.965698,7000.246448,0.103800,-0.753600,0.319796,-0.474150
3.300000,6.033762,-0.201772,-0.047333,3.263013,1.407452,-0.439860,484.624084,4.929260,0.000000,41.659751,44.965697,7000.215978,0.692977,-1.000000,0.039509,-0.485577
3.400000,6.081991,-0.200337,-0.060510,3.463879,0.832900,-0.530864,484.663239,4.968384,0.000000,41.659754,44.965696,7000.215978,-0.603621,-0.489118,0.990454,-0.938418
3.500000,6.114977,-0.197885,-0.063224,3.677071,0.446643,-0.601428,484.647461,4.952637,0.000000,41.659757,44.965695,7000.185965,-1.000000,-1.000000,-1.000000,1.000000
3.600000,6.141210,-0.195127,-0.058861,3.894176,0.417136,-0.730948,484.616241,4.921417,0.000000,41.659761,44.965694,7000.185965,1.000000,0.343756,-0.200065,-0.293787
3.700000,6.170651,-0.191444,-0.052244,4.092844,0.009733,-0.867930,484.555206,4.860382,0.000000,41.659764,44.965693,7000.156905,-0.947393,-0.173087,-0.309870,0.206713
3.800000,6.199259,-0.186960,-0.044283,4.285596,-0.254353,-1.006180,484.453918,4.759094,0.000000,41.659768,44.965692,7000.156905,0.561580,0.186952,-0.660419,0.170113
3.900000,6.228877,-0.181986,-0.037883,4.448510,-0.593851,-1.162435,484.336853,4.642029,0.000000,41.659772,44.965691,7000.128840,0.630887,0.199921,-0.229893,1.000000
4.000000,6.264054,-0.175588,-0.035436,4.584708,-1.310295,-1.342364,484.154572,4.459747,0.000000,41.659775,44.965690,7000.128840,0.466138,0.135940,1.000000,0.272692
4.100000,0.018152,-0.167862,-0.037007,4.695516,-1.829483,-1.525764,483.907288,4.212463,0.000000,41.659779,44.965689,7000.102143,-0.007397,0.923785,0.650827,0.661043
4.200000,0.053145,-0.159125,-0.038681,4.778113,-2.017738,-1.693884,483.640381,3.945557,0.000000,41.659783,44.965688,7000.102143,-1.000000,-1.000000,0.868337,-1.000000
4.300000,0.082080,-0.148060,-0.031309,4.868878,-1.176449,-1.765547,483.387695,3.692871,0.000000,41.659788,44.965688,7000.076689,-1.000000,-0.683078,1.000000,0.305695
4.400000,0.098237,-0.135993,-0.009825,5.053683,0.449431,-1.812155,483.279510,3.584686,0.000000,41.659792,44.965687,7000.076689,0.634381,0.198292,-1.000000,1.000000
4.500000,0.104560,-0.126755,0.012506,5.282681,1.076596,-1.855662,483.299347,3.604523,0.000000,41.659797,44.965686,7000.054428,-1.000000,-0.321804,0.356009,0.592201
4.600000,0.111534,-0.119447,0.028585,5.480685,1.053637,-1.911442,483.340729,3.645874,0.000000,41.659802,44.965686,7000.054428,-0.328895,-0.477128,1.000000,0.353073
4.700000,0.120630,-0.114676,0.038239,5.687427,1.349442,-1.940248,483.402679,3.707855,0.000000,41.659808,44.965685,7000.034405,-1.000000,-1.000000,-0.546617,-1.000000
