t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374699,0.031624,0.000931,-0.097073,0.517387,0.032737,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,-0.341529,0.419205,1.000000,0.258057
0.200000,5.371679,0.037399,0.004470,-0.075867,0.133719,0.080221,481.265717,1.570892,0.000000,41.659724,44.965707,7004.964901,1.000000,1.000000,0.963211,-1.000000
0.300000,5.366811,0.041524,0.009301,-0.066704,-0.075143,0.074018,481.267944,1.573120,0.000000,41.659724,44.965707,7000.556034,0.867756,-0.882586,0.433385,-0.139816
0.400000,5.361260,0.044772,0.011917,-0.037553,0.028567,0.012977,481.261444,1.566620,0.000000,41.659724,44.965707,7000.556034,-1.000000,0.252016,1.000000,-0.621463
0.500000,5.357278,0.044827,0.009522,-0.016938,0.214508,-0.076051,481.273224,1.578400,0.000000,41.659724,44.965707,7000.556034,-0.162634,-1.000000,1.000000,0.349040
0.600000,5.353738,0.043188,0.003063,0.035950,0.518406,-0.090522,481.306580,1.611755,0.000000,41.659724,44.965707,7000.556034,-1.000000,-0.671074,0.740705,-0.435781
0.700000,5.347497,0.039019,-0.000766,0.075220,0.565136,-0.057833,481.369476,1.674652,0.000000,41.659724,44.965707,7000.541649,0.929907,-1.000000,-0.001780,-1.000000
0.800000,5.329366,0.033575,-0.000343,0.079828,0.129737,0.034250,481.408112,1.713287,0.000000,41.659724,44.965707,7000.541649,0.058046,1.000000,0.387355,-1.000000
0.900000,5.299116,0.028170,0.004949,0.074202,-0.440640,0.126139,481.392181,1.697327,0.000000,41.659724,44.965707,7000.527388,0.799677,-0.013925,0.187344,-0.642405
1.000000,5.258748,0.022363,0.015006,0.073834,-0.992021,0.205745,481.318878,1.624054,0.000000,41.659725,44.965707,7000.527388,0.236282,0.541738,-0.449664,1.000000
1.100000,5.229194,0.021114,0.007868,-0.105538,-0.017838,-0.029239,481.250275,1.555450,0.000000,41.659725,44.965707,7000.512050,-0.104349,-0.325510,-0.429036,1.000000
1.200000,5.225647,0.029780,0.002315,-0.115882,0.318506,-0.114473,481.273163,1.578339,0.000000,41.659725,44.965707,7000.512050,-0.615990,-0.400946,-0.320568,0.624016
1.300000,5.235763,0.036575,-0.002908,-0.032445,0.730180,-0.178058,481.320892,1.626068,0.000000,41.659724,44.965707,7000.493519,-0.919557,-0.154894,-1.000000,0.673466
1.400000,5.258033,0.039663,-0.005456,0.069695,1.397491,-0.241784,481.428864,1.734039,0.000000,41.659724,44.965707,7000.493519,-0.728293,0.106927,0.787923,0.024998
1.500000,5.285712,0.038936,-0.004902,0.160772,2.083044,-0.278231,481.596405,1.901581,0.000000,41.659724,44.965707,7000.472875,-1.000000,-1.000000,-0.121135,-0.220830
1.600000,5.316680,0.034401,-0.000047,0.239439,2.705026,-0.295457,481.844055,2.149231,0.000000,41.659724,44.965706,7000.472875,-0.557196,1.000000,1.000000,-0.401584
1.700000,5.347621,0.026661,0.009270,0.290728,3.185846,-0.319295,482.146088,2.451233,0.000000,41.659724,44.965706,7000.449992,-1.000000,0.303535,1.000000,0.302767
1.800000,5.379393,0.016948,0.021935,0.340318,3.726765,-0.352775,482.476807,2.781982,0.000000,41.659724,44.965705,7000.449992,-0.856125,0.686900,-0.303029,-0.508494
1.900000,5.414747,0.004048,0.037740,0.372315,4.029620,-0.383053,482.881531,3.186707,0.000000,41.659724,44.965705,7000.424497,-0.274575,-0.258249,0.837698,0.179629
2.000000,5.451226,-0.010222,0.052681,0.384458,3.950305,-0.403055,483.291687,3.596863,0.000000,41.659724,44.965705,7000.424497,-0.536010,1.000000,-0.292266,0.337571
2.100000,5.490083,-0.024641,0.063841,0.421808,4.034541,-0.401905,483.671326,3.976501,0.000000,41.659724,44.965704,7000.398214,-1.000000,-0.792041,0.213744,-0.864219
2.200000,5.529502,-0.041086,0.075802,0.476086,4.158459,-0.350958,484.095367,4.400543,0.000000,41.659725,44.965704,7000.398214,1.000000,-0.902831,1.000000,-1.000000
2.300000,5.558381,-0.056595,0.089304,0.501249,3.606622,-0.221246,484.493134,4.798309,0.000000,41.659725,44.965703,7000.370564,-0.629476,-0.753976,1.000000,-1.000000
2.400000,5.574601,-0.069151,0.103249,0.550271,3.024140,-0.092823,484.804932,5.110107,0.000000,41.659726,44.965703,7000.370564,0.471162,-0.831590,0.931630,1.000000
