t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374733,0.031623,0.000911,-0.097372,0.517341,0.031029,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,0.070984,-0.511099,-0.654407,0.512310
0.200000,5.372962,0.037347,0.003838,-0.064234,0.122159,0.054056,481.265381,1.570557,0.000000,41.659724,44.965707,7004.964901,0.285074,-0.550609,-0.382156,-0.667960
0.300000,5.371156,0.041171,0.006863,-0.050075,0.116793,0.015501,481.274384,1.579559,0.000000,41.659724,44.965707,7000.556034,-0.092140,-0.896698,-0.692118,0.127014
0.400000,5.367769,0.043975,0.004638,-0.040400,0.187831,-0.043491,481.288116,1.593292,0.000000,41.659724,44.965707,7000.556034,-1.000000,0.008968,-1.000000,0.484448
0.500000,5.366412,0.043940,0.003222,0.051328,0.833444,-0.077251,481.333313,1.638489,0.000000,41.659724,44.965707,7000.556034,-1.000000,-1.000000,0.072547,-0.558603
0.600000,5.365431,0.039587,0.003099,0.147456,1.546657,-0.119270,481.455994,1.761169,0.000000,41.659724,44.965707,7000.556034,0.703558,0.312335,0.714170,1.000000
0.700000,5.368349,0.032139,0.001639,0.167791,1.415094,-0.160047,481.612061,1.917236,0.000000,41.659724,44.965707,7000.541649,-1.000000,-0.868811,0.215998,1.000000
0.800000,5.381805,0.023747,-0.004530,0.171961,1.017924,-0.218626,481.738281,2.043457,0.000000,41.659724,44.965706,7000.541649,1.000000,1.000000,-0.403986,1.000000
0.900000,5.404435,0.015651,-0.013978,0.181375,0.563566,-0.248977,481.813599,2.118774,0.000000,41.659724,44.965706,7000.526974,-1.000000,-0.391345,-0.025138,-1.000000
1.000000,5.430950,0.006812,-0.022978,0.213409,0.248416,-0.237792,481.851288,2.156494,0.000000,41.659724,44.965706,7000.526974,0.649531,0.465475,1.000000,0.540747
1.100000,5.455019,-0.002719,-0.027223,0.266607,0.114697,-0.240200,481.868744,2.173920,0.000000,41.659724,44.965705,7000.510226,-1.000000,0.479111,-0.460696,0.287595
1.200000,5.481083,-0.012278,-0.027882,0.336654,0.201196,-0.289713,481.878296,2.183472,0.000000,41.659724,44.965705,7000.510226,-1.000000,0.419261,0.195939,0.544350
1.300000,5.515125,-0.023626,-0.024904,0.430960,0.388905,-0.334879,481.913910,2.219086,0.000000,41.659724,44.965704,7000.489954,0.580047,0.800996,-1.000000,-0.328590
1.400000,5.552590,-0.035735,-0.019042,0.497203,0.092350,-0.363266,481.940430,2.245605,0.000000,41.659725,44.965703,7000.489954,-0.115374,-1.000000,1.000000,0.674626
1.500000,5.591956,-0.046762,-0.013394,0.550747,-0.328702,-0.396649,481.924835,2.230011,0.000000,41.659725,44.965703,7000.467776,0.288366,1.000000,0.071122,0.463866
1.600000,5.640428,-0.057429,-0.008545,0.611171,-0.783508,-0.431009,481.866669,2.171844,0.000000,41.659725,44.965702,7000.467776,0.901557,-0.608029,-1.000000,-0.275434
1.700000,5.691384,-0.066495,-0.004831,0.668247,-1.543816,-0.425022,481.744385,2.049561,0.000000,41.659725,44.965701,7000.443608,0.668659,1.000000,1.000000,0.417784
1.800000,5.738216,-0.073305,-0.001868,0.730259,-2.223687,-0.392874,481.557373,1.862549,0.000000,41.659726,44.965701,7000.443608,0.744486,0.976606,0.516233,-1.000000
