t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374699,0.031624,0.000931,-0.097073,0.517386,0.032737,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,0.497981,-0.302945,-0.723920,-1.000000
0.200000,5.369006,0.037248,0.005318,-0.094319,0.088466,0.076919,481.265259,1.570435,0.000000,41.659724,44.965707,7004.964901,1.000000,0.411749,-1.000000,-0.631490
0.300000,5.359045,0.041047,0.010091,-0.107869,0.012925,0.047929,481.268250,1.573425,0.000000,41.659724,44.965707,7000.556034,0.046732,-0.163386,0.752024,-0.510916
0.400000,5.347579,0.041885,0.011315,-0.106947,0.041966,-0.061281,481.269806,1.574982,0.000000,41.659724,44.965707,7000.556034,0.601624,-1.000000,-0.225441,-0.317924
0.500000,5.337064,0.039019,0.008174,-0.061857,0.142079,-0.142977,481.277191,1.582397,0.000000,41.659724,44.965707,7000.556034,-1.000000,-1.000000,0.372268,1.000000
0.600000,5.330990,0.035415,-0.002130,-0.019219,0.178498,-0.139976,481.295135,1.600311,0.000000,41.659724,44.965707,7000.556034,0.716476,0.660056,-0.431383,-0.791246
0.700000,5.325801,0.030965,-0.010185,0.028191,-0.092810,-0.107606,481.303528,1.608704,0.000000,41.659724,44.965707,7000.541649,0.336688,-0.805777,-1.000000,-1.000000
0.800000,5.314646,0.030923,-0.003193,0.092351,-0.299504,0.164541,481.279572,1.584717,0.000000,41.659724,44.965707,7000.541649,0.210798,-1.000000,0.834740,-1.000000
0.900000,5.298388,0.032810,0.007015,-0.054135,-0.031000,0.202916,481.262451,1.567627,0.000000,41.659724,44.965707,7000.527098,0.480299,-0.075934,0.545381,-1.000000
1.000000,5.280163,0.034393,0.009412,-0.116337,0.126522,0.150657,481.271606,1.576752,0.000000,41.659724,44.965707,7000.527098,-0.016954,1.000000,-0.050918,1.000000
1.100000,5.265756,0.035252,0.008676,-0.135204,0.164592,0.040911,481.281525,1.586700,0.000000,41.659724,44.965707,7000.511096,-0.820904,-0.466945,1.000000,0.513293
1.200000,5.263253,0.034361,0.008675,-0.062702,0.643524,-0.005196,481.316681,1.621857,0.000000,41.659724,44.965708,7000.511096,-1.000000,-0.321741,-1.000000,0.794291
1.300000,5.272225,0.030173,0.011748,0.059330,1.567525,-0.056038,481.430176,1.735352,0.000000,41.659724,44.965708,7000.492110,-0.827522,-0.134913,-0.515170,-1.000000
1.400000,5.285110,0.021696,0.019219,0.151894,2.129731,-0.048570,481.628601,1.933777,0.000000,41.659724,44.965707,7000.492110,0.017381,0.898557,-1.000000,-0.650330
1.500000,5.292475,0.011838,0.029604,0.174642,1.860837,-0.001668,481.825317,2.130493,0.000000,41.659724,44.965707,7000.471424,1.000000,-1.000000,0.723083,0.265624
1.600000,5.301489,0.000987,0.039741,0.172423,1.097402,0.035818,481.978088,2.283264,0.000000,41.659724,44.965707,7000.471424,1.000000,-0.430123,1.000000,1.000000
1.700000,5.317878,-0.009485,0.046080,0.171869,0.114873,0.087353,482.039246,2.344421,0.000000,41.659725,44.965707,7000.448748,0.914684,0.029912,-1.000000,-1.000000
