t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.100000,5.374699,0.031624,0.000931,-0.097073,0.517387,0.032737,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,1.000000,0.244952,1.000000,-0.640717
0.200000,5.369190,0.037244,0.005276,-0.091593,0.095458,0.073247,481.265442,1.570618,0.000000,41.659724,44.965707,7004.964901,0.338208,-0.698084,-0.645473,-0.864567
0.300000,5.357454,0.040486,0.010175,-0.135334,0.064188,0.056895,481.270477,1.575653,0.000000,41.659724,44.965707,7000.556034,-0.882302,-0.553647,0.084686,-1.000000
0.400000,5.335411,0.038968,0.013952,-0.105880,0.440646,0.040181,481.290466,1.595673,0.000000,41.659724,44.965707,7000.556034,-0.202338,-0.047515,-0.226007,0.131145
0.500000,5.310758,0.035581,0.019147,-0.058859,0.497576,0.042947,481.342896,1.648102,0.000000,41.659724,44.965707,7000.556034,-0.111321,1.000000,-0.425396,-0.237691
0.600000,5.287903,0.030654,0.023295,-0.041886,0.211081,0.073336,481.379944,1.685120,0.000000,41.659724,44.965707,7000.556034,0.727869,-0.710928,-0.518413,-0.851305
0.700000,5.258858,0.024705,0.028395,-0.030352,-0.227454,0.145551,481.376709,1.681885,0.000000,41.659724,44.965708,7000.541649,-0.420738,-0.262205,-1.000000,-0.221477
0.800000,5.225821,0.018180,0.033822,-0.031911,-0.554060,0.224380,481.334686,1.639862,0.000000,41.659724,44.965708,7000.541649,1.000000,0.217810,-1.000000,-0.305901
0.900000,5.195835,0.012483,0.015659,-0.249955,-0.244060,0.090957,481.295441,1.600586,0.000000,41.659724,44.965708,7000.526849,-1.000000,-0.258322,0.534186,-0.931305
1.000000,5.168343,0.012621,-0.001368,-0.126496,0.237219,0.012366,481.299591,1.604767,0.000000,41.659724,44.965708,7000.526849,0.187839,-0.824449,-0.601387,1.000000
1.100000,5.150516,0.014810,-0.003843,-0.051762,0.368849,-0.020300,481.334503,1.639679,0.000000,41.659724,44.965708,7000.509397,0.161262,-0.487648,-0.682216,-0.211074
1.200000,5.142426,0.015535,-0.004410,-0.014527,0.124364,-0.039647,481.355743,1.660919,0.000000,41.659724,44.965708,7000.509397,-0.421937,0.653182,-1.000000,-0.098182
1.300000,5.140185,0.014861,-0.001143,0.059283,0.357033,-0.057570,481.373566,1.678741,0.000000,41.659724,44.965708,7000.488545,-0.866179,-0.047863,1.000000,0.198791
1.400000,5.146058,0.011537,0.006403,0.142245,0.616320,-0.094513,481.430817,1.735992,0.000000,41.659724,44.965708,7000.488545,1.000000,-0.006482,1.000000,0.617673
1.500000,5.162264,0.006867,0.013649,0.169219,0.195771,-0.122078,481.473114,1.778290,0.000000,41.659724,44.965708,7000.465952,1.000000,0.657032,-1.000000,0.715055
1.600000,5.191854,0.001523,0.019589,0.179572,-0.521376,-0.119335,481.455933,1.761108,0.000000,41.659724,44.965708,7000.465952,0.100860,0.486078,0.410473,-0.333990
1.700000,5.228035,-0.003840,0.025186,0.203212,-1.084133,-0.079441,481.370605,1.675781,0.000000,41.659724,44.965707,7000.441411,-1.000000,-0.341631,-0.323936,-1.000000
1.800000,5.252886,-0.001040,0.014827,0.049477,-0.288164,-0.388410,481.296112,1.601288,0.000000,41.659724,44.965707,7000.441411,1.000000,0.829381,0.264887,1.000000
1.900000,5.268465,0.010855,-0.002460,-0.228607,-0.009122,-0.375496,481.294952,1.600128,0.000000,41.659724,44.965707,7000.414423,-0.026695,1.000000,-1.000000,0.769831
2.000000,5.290997,0.024081,-0.002772,-0.295012,-0.177618,-0.317807,481.281036,1.586212,0.000000,41.659723,44.965707,7000.414423,-1.000000,1.000000,0.581035,-1.000000
