t,yaw,pitch,roll,speed.x,speed.y,speed.z,altBar,altRad,egt,myloclat,myloclon,weightlb,collective,bank,pitch,rudder
0.000000,5.375005,0.027157,0.000000,0.000000,0.000000,0.000000,481.204865,1.510040,0.000000,41.659724,44.965707,7008.602206,1.000000,0.330570,-0.132027,0.906840
0.100000,5.375070,0.031622,0.000724,-0.092721,0.517175,0.015561,481.239288,1.544464,0.000000,41.659724,44.965707,7004.964901,-1.000000,-1.000000,0.436647,0.099035
0.200000,5.376439,0.037011,0.001149,-0.064609,0.004807,0.013336,481.263000,1.568176,0.000000,41.659724,44.965707,7004.964901,1.000000,0.432216,-0.021976,-0.189297
0.300000,5.376449,0.039389,0.001277,-0.025739,-0.087078,-0.004805,481.255646,1.560822,0.000000,41.659724,44.965707,7000.556034,-1.000000,1.000000,0.506850,0.415026
0.400000,5.376464,0.040128,0.000497,0.009834,0.076270,-0.018551,481.255096,1.560272,0.000000,41.659724,44.965707,7000.556034,-0.781760,1.000000,-1.000000,1.000000
0.500000,5.379255,0.037165,-0.001014,0.075186,0.123045,-0.005477,481.266815,1.571991,0.000000,41.659724,44.965707,7000.556034,1.000000,0.583269,0.370425,-0.272013
0.600000,5.380879,0.032950,-0.003075,0.051937,0.025626,-0.034049,481.276917,1.582092,0.000000,41.659724,44.965707,7000.556034,1.000000,0.412342,-1.000000,-0.992339
0.700000,5.377659,0.031560,-0.003897,-0.002201,0.038907,0.021536,481.275208,1.580383,0.000000,41.659724,44.965707,7000.541649,-1.000000,0.476912,0.342516,0.287718
0.800000,5.372101,0.032687,-0.002371,-0.029252,0.087282,0.059278,481.281982,1.587158,0.000000,41.659724,44.965707,7000.541649,1.000000,1.000000,1.000000,0.608821
0.900000,5.371038,0.035552,0.000877,-0.053282,-0.014737,0.040703,481.285583,1.590759,0.000000,41.659724,44.965707,7000.527761,-0.789221,-0.495607,0.053386,0.137902
1.000000,5.372688,0.039010,0.001784,-0.042289,0.096458,-0.002301,481.285980,1.591156,0.000000,41.659724,44.965707,7000.527761,-1.000000,-0.356159,-0.304935,-0.104995
1.100000,5.375861,0.040203,0.003244,0.052635,0.698577,-0.041984,481.321564,1.626740,0.000000,41.659724,44.965707,7000.513376,-0.641767,0.254726,-1.000000,0.662233
1.200000,5.383479,0.037190,0.005780,0.150538,1.281704,-0.096465,481.420502,1.725677,0.000000,41.659724,44.965707,7000.513376,-0.753333,-0.225968,0.547824,0.293561
1.300000,5.397364,0.030031,0.008257,0.247546,1.929417,-0.140122,481.582031,1.887207,0.000000,41.659724,44.965707,7000.497375,-1.000000,1.000000,1.000000,-0.138278
